,loss,accuracy,val_loss,val_accuracy
0,1.2672454118728638,0.38956567645072937,1.264960527420044,0.4030172526836395
1,1.249895691871643,0.402542382478714,1.2582911252975464,0.4030172526836395
2,1.2442082166671753,0.40783897042274475,1.2276753187179565,0.4407327473163605
3,1.1750640869140625,0.5026482939720154,1.1141266822814941,0.5323275923728943
4,1.141560435295105,0.49788135290145874,1.0991852283477783,0.5258620977401733
5,1.09219229221344,0.5145657062530518,1.077878475189209,0.5334051847457886
6,1.0709978342056274,0.5193326473236084,1.066062331199646,0.537715494632721
7,1.0363945960998535,0.5336334705352783,1.0153100490570068,0.5668103694915771
8,1.0329030752182007,0.5360169410705566,0.9901912808418274,0.5581896305084229
9,1.0073615312576294,0.5662076473236084,1.0123953819274902,0.5635775923728943
10,0.9845262169837952,0.5744173526763916,0.9697250723838806,0.568965494632721
11,0.9721580147743225,0.5730932354927063,0.9877029657363892,0.5721982717514038
12,0.9706990122795105,0.5770657062530518,0.9994877576828003,0.5657327771186829
13,0.9767106771469116,0.5786546468734741,0.946126401424408,0.5851293206214905
14,0.9439176321029663,0.5971928238868713,0.9508526921272278,0.5754310488700867
15,0.9721490740776062,0.5749470591545105,0.9541856050491333,0.5754310488700867
16,0.924764096736908,0.5941067337989807,0.9573467373847961,0.5818965435028076
17,0.9506688714027405,0.5749470591545105,0.9292804002761841,0.5840517282485962
18,0.9148684740066528,0.6069915294647217,0.9316290616989136,0.5894396305084229
19,0.928154706954956,0.5918961763381958,0.9280591607093811,0.5915948152542114
20,0.940380871295929,0.5823622941970825,0.9255276918411255,0.5905172228813171
21,0.9116520881652832,0.6072563529014587,0.9187378883361816,0.5991379022598267
22,0.9137327671051025,0.5934851765632629,0.9436212182044983,0.53125
23,0.9139857292175293,0.5979872941970825,0.9232426881790161,0.5959051847457886
24,0.9112017750740051,0.5913665294647217,0.9482729434967041,0.5959051847457886
25,0.9140090346336365,0.5987817645072937,0.9017927646636963,0.5948275923728943
26,0.9278001189231873,0.5810381174087524,0.8877682685852051,0.6174569129943848
27,0.9437535405158997,0.5717690587043762,0.8943926095962524,0.6088362336158752
28,0.8992238640785217,0.6114936470985413,0.920819878578186,0.5926724076271057
29,0.8894279599189758,0.5956038236618042,0.8778144717216492,0.610991358757019
30,0.9034503102302551,0.601165235042572,0.8671011924743652,0.6034482717514038
31,0.9151925444602966,0.5847457647323608,0.8806867003440857,0.6142241358757019
32,0.9072754979133606,0.6030190587043762,0.8504414558410645,0.6120689511299133
33,0.8858543038368225,0.5948092937469482,0.9058409929275513,0.5862069129943848
34,0.8847031593322754,0.6114936470985413,0.8681344389915466,0.6142241358757019
35,0.8779086470603943,0.616525411605835,0.8582010865211487,0.6239224076271057
36,0.8753756880760193,0.6099046468734741,0.8616499900817871,0.610991358757019
37,0.890408992767334,0.601165235042572,0.8940325975418091,0.6088362336158752
38,0.8869059085845947,0.6085805296897888,0.865400493144989,0.5851293206214905
39,0.8956717252731323,0.6024894118309021,0.8702400922775269,0.6206896305084229
40,0.88460373878479,0.6048728823661804,0.8806845545768738,0.6325430870056152
41,0.8939746022224426,0.6077859997749329,0.8647765517234802,0.6228448152542114
42,0.88338303565979,0.6061970591545105,0.9380509853363037,0.5959051847457886
43,0.8944604992866516,0.5929555296897888,0.914290189743042,0.6045258641242981
44,0.8532186150550842,0.6242055296897888,0.831078052520752,0.6206896305084229
45,0.8898344039916992,0.6109640002250671,0.8652032017707825,0.6239224076271057
46,0.870804488658905,0.6199682354927063,0.828093409538269,0.6131465435028076
47,0.8749924898147583,0.6125529408454895,0.8299751281738281,0.631465494632721
48,0.8668075203895569,0.6136122941970825,0.8489941358566284,0.625
49,0.8512366414070129,0.6287076473236084,0.8356254696846008,0.6228448152542114
