,loss,accuracy,val_loss,val_accuracy
0,1.1415544748306274,0.5161546468734741,1.4712491035461426,0.38146552443504333
1,1.0256953239440918,0.5458157062530518,2.3618831634521484,0.41918104887008667
2,0.9933671951293945,0.5643538236618042,1.4235302209854126,0.46875
3,0.9769201278686523,0.5672669410705566,1.6351314783096313,0.3200431168079376
4,0.9446420073509216,0.5741525292396545,1.011475682258606,0.5581896305084229
5,0.920702338218689,0.5892478823661804,2.7909936904907227,0.42133620381355286
6,0.9097173810005188,0.5903071761131287,0.9391933679580688,0.5614224076271057
7,0.8874924778938293,0.616525411605835,1.371346354484558,0.4407327473163605
8,0.8927357196807861,0.6064618825912476,2.7762341499328613,0.14008620381355286
9,0.8893254995346069,0.6064618825912476,1.4620270729064941,0.3351293206214905
10,0.8657206296920776,0.6117584705352783,4.134684085845947,0.1993534415960312
11,0.8835282921791077,0.6001059412956238,1.134270191192627,0.4806034564971924
12,0.8404761552810669,0.6377118825912476,1.855612874031067,0.3405172526836395
13,0.8584861159324646,0.6157309412956238,3.8182902336120605,0.4407327473163605
14,0.8430497646331787,0.632150411605835,1.700381875038147,0.3221982717514038
15,0.8246786594390869,0.6316207647323608,1.3710522651672363,0.4806034564971924
16,0.8278998136520386,0.6297669410705566,0.9335857033729553,0.5657327771186829
17,0.8203054070472717,0.6422140002250671,0.9832763075828552,0.5743534564971924
18,0.8426252007484436,0.632150411605835,1.5717545747756958,0.33943966031074524
19,0.8196404576301575,0.6403601765632629,1.6414079666137695,0.29633620381355286
20,0.8142362236976624,0.6467161178588867,1.5947294235229492,0.3448275923728943
21,0.8012983202934265,0.6536017060279846,0.899043619632721,0.6357758641242981
22,0.7966227531433105,0.6557203531265259,0.877564549446106,0.5969827771186829
23,0.791819155216217,0.6546609997749329,0.8915800452232361,0.618534505367279
24,0.8104543685913086,0.6528071761131287,1.2665995359420776,0.5032327771186829
25,0.8041706681251526,0.6626059412956238,0.8828065991401672,0.6034482717514038
26,0.7872021198272705,0.6618114113807678,0.8942212462425232,0.625
27,0.7783650159835815,0.6641949415206909,0.914332926273346,0.568965494632721
28,0.7829793095588684,0.6676377058029175,1.500160574913025,0.4094827473163605
29,0.7837614417076111,0.6692267060279846,1.2261124849319458,0.5107758641242981
30,0.7938728928565979,0.6530720591545105,1.382015585899353,0.3771551847457886
31,0.792430579662323,0.6599576473236084,1.4172165393829346,0.3448275923728943
32,0.758647084236145,0.6692267060279846,0.7671632170677185,0.6530172228813171
33,0.7691643238067627,0.6694915294647217,1.1560614109039307,0.45474138855934143
34,0.7470706105232239,0.6774364113807678,0.8582410216331482,0.6336206793785095
35,0.7563112378120422,0.6769067645072937,0.9774435758590698,0.5754310488700867
36,0.7681109309196472,0.6777012944221497,0.9104071855545044,0.5959051847457886
37,0.7610390782356262,0.6777012944221497,2.01326847076416,0.48383620381355286
38,0.7550039291381836,0.6795550584793091,1.0264965295791626,0.6056034564971924
39,0.7395777106285095,0.6822034120559692,1.294738531112671,0.5075430870056152
40,0.7499402165412903,0.6856461763381958,0.9852373600006104,0.5344827771186829
41,0.750258207321167,0.6843220591545105,0.98421311378479,0.5851293206214905
42,0.7686126828193665,0.6684321761131287,0.7541730403900146,0.6831896305084229
43,0.7454582452774048,0.6819385886192322,1.213994026184082,0.4773706793785095
44,0.7404389381408691,0.6845868825912476,0.8117470145225525,0.6411637663841248
45,0.7433112859725952,0.6808792352676392,1.022191047668457,0.5096982717514038
46,0.7374493479728699,0.6851165294647217,1.0138158798217773,0.5581896305084229
47,0.7239476442337036,0.6904131174087524,0.8020815849304199,0.6411637663841248
48,0.7426251173019409,0.6922669410705566,1.2738139629364014,0.40625
49,0.723787248134613,0.695709764957428,1.1932272911071777,0.5290948152542114
